userName,score,at,EnglishTranslation,BERT_Sentiment
Pengguna Google,1,2025-03-09 04:28:43,"['open', 'application', 'direct', 'video', 'advert', 'jd', 'reeh', 'no', 'stop', 'application', 'sound', 'hidden', 'sometimes', 'advert', 'barre', 'tire', 'rich']",Negative
Pengguna Google,1,2025-03-13 02:25:27,"['update', 'emergy', 'shope', 'day', 'update', 'send', 'send', 'application', 'disappointed', 'shope', 'expedition', 'spx', 'slow', 'change', 'status', 'status', 'ga', 'vuocher', 'ga', 'use', 'use', 'need', 'help', 'fast', 'send, 'send', 'wait']",Negative
Pengguna Google,1,2025-03-15 22:07:21,"['stang', 'bad', 'her', 'agent', 'platinum', 'good', 'agent', 'shoping', 'acure', 'bad', 'send', 'team', 'send', 'it', 'clean', 'unt', 'chat', 'pout', 'till', 'no', 'no', 'gin', 'bad', 'send', 's', 'send', 'tend', 'sup', 'sup', 'la', 'la', 'see', 'see', 'layan'",Negative
Pengguna Google,4,2025-03-15 13:00:44,"['keman', 'transaction', 'safe', 'default', 'mode', 'pay', 'shopee', 'pay', 'saldo', 'attense', 'at price', 'assigned', 'goods', 'user', 'voucer', 'discount', 'pas', 'aldo', 'dop', 'check', 'good', 'good', 'suit', 'good', 'like', 'goods', 'help', 'reuse, 'tur', 'fi', 'bi', 'dup', 'top', 'up'",Positive
Pengguna Google,5,2025-03-14 19:02:29,"['front', 'aweak', 'application', 'pup', 'hp', 'jd', 'lot', 'open', 'application', 'shopee', 'shopee', 'spell', 'surfing', 'surfing', 'good', 'finding', 'coming', 'tel', 'syll', 'ssil', 'lot', 'til', 'BAR_, 'salf', 's', 'salf', 's', 'supplication', 'human', 'shall', 'shall', 'good', 'jar', 'wi', 'fi', 'fi', 'fi', 's', 'sing', 'sing', '",Negative
Pengguna Google,2,2025-03-15 20:39:39,"['update', 'lot', 'jam', 'ne', 'shopee', 'not', 'open', 'video', 'picture', 'open', 'hop', 'see', 'photo', 'shows', 'mulu', 'sil', 'wifi', 'dip', 'date', 'apk', 'pk', 'p', 'ap', 'ap', 'jap', 'jall', 'pan', 'pan', 'shop', 'she', 'down', 'mag', 'unness', 'man', 'man', 'man', 'i', 'mah', 'mah', 'mah', 'mah', 'mah', 'mah', '",Negative
Pengguna Google,1,2025-03-11 09:38:54,"['shopee', 'yes', 'calo', 'entering', 'direct', 'live', 'video', 'bikin', 'lot', 'disrupt', 'karna', 'udah', 'click', 'cancel', 'mouse', 'live', 'videos', 'times', 'checkout', 'checkout', 'tart', 'matu', 'jaring', 'net', 'inter', 'normal']",Positive
Pengguna Google,1,2025-03-09 02:35:43,"['send', 'spx', 'slow', 'slow', 'send', 'bad', 'system', 'shopee', 'priority', 'send', 'spx', 'level', 'layan', 'send', 'spx', 'pass', 'sap', 'sage', 'send', 'send', 'priorx', 'good', 'made', 'good', 'op', 'option', 'place', 'option', 'option', 'option, 's', 'ssa', 's', 's', 'check', 'check']",Positive
Pengguna Google,1,2025-03-09 07:59:55,"['rans', 'shopee', 'click', 'messages', 'options', 'click', 'x', 'touch', 'touch', 'imply', 'hp', 'kena', 'messs', 'goods', 'accept', 'tradition', 'lg', 'spleak', 'short', 'stab', 'nuh', 'nuh', 'messs', 's', 'goods', 'help', 'help', 'kalo', 's', 'part', 'sup', 'sh', 'shone', 'shone', 's', 's', 'safe', 's', 's', 's',",Positive
Pengguna Google,4,2025-02-23 20:54:41,"['please', 'work', 'please', 'level', 'open', 'application', 'shopee', 'test', 'pas', 'application', 'lo', 'jaring', 'surp', 'clear', 'chace', 'seconds', 'hp', 'ram', 'ge', 'pas', 'application', 'lot', 'lot', 'forgi', 'klo', 'lgi', 'lg', 'check', 'dip', 'dep', 'chace', 's', 'bra', 'bu', 'bu', 'be', 's', 'be', 'bi', 'bi', 'kin'",Negative
Pengguna Google,1,2025-03-15 12:23:42,"['sorry', 'love', 'star', 'send', 'spx', 'expresion', 'shopee', 'short', 'send', 'attimation', 'after', 'please', 'expedition', 'spx', 'expex', 'mesage', 'pay', 'shop', 'pay', 'pay', 'fiture', 'fiture', 's', 'fits', 'good, 're', 'ture', 'ficer', 'st', 'gatstum', 's', 'sple', 'ts', 'tum', 'me', 'me', 's', 'yes', 'yes', 'i",Negative
Pengguna Google,1,2025-03-16 09:34:16,"['apkkn', 'heavid', 'pannet', 'assis', 'shopeepay', 'jay', 'panet', 'tok', 'trus', 'reboring', 'turm', 'good', 'please', 'good', 'worth']",Positive
Pengguna Google,1,2025-03-10 06:38:34,"['update', 'open', 'application', 'shopee', 'user', 'force', 'include', 'video', 'shopee', 'automatic', 'eating', 'tape', 'data', 'forget', 'open', 'out', 'log', 'good, 'in', 'modition', 'mouse', 'home', 'aume', 'video', 'video', 'res', 'respon', 'pon', 'cell', 'cell', 'sil', 'slow', 'clear', 'clear', 'cache', 'out', 'out', 'out', 'log', 'log', 'good', 'in', 'power'",Negative
Pengguna Google,1,2025-03-16 04:37:39,"['bln', 'discreet', 'dgn', 'shopee', 'bull', 'dgn', 'vocer', 'psti', 'battial', 'then', 'her', 'vocer', 'pdhl', 'bull', 'product', 'real', 'shopee', 'calo', 'use', 'use', 'vocer', 'help', 'pffelect, 'real', 'fif']",Positive
Pengguna Google,1,2025-02-24 17:07:17,"['stars', 'less', 'dah', 'kena', 'gale', 'gaar', 'promo', 'event', 'account', 'limit', 'not', 'shop', 'pake', 'vc', 'diskon', 'pdhl', 'pake', 'vc', 'diskon', 'on', 'diction', 'sole', 'tate', 'tate', 'doang', 'send', 'send']",Neutral
Pengguna Google,5,2025-03-08 02:33:33,"['resuing', 'yes', 'min', 'when', 'package', 'tr', 'mur', 'how', 'good', 'buy', 'love', 'tara', 'number', 'wa', 'mord', 'problem',', 'home', 'hun', 'hun', 'dng', 'pack', 'sil', 'there', 'sa', 'pack', 'm', 'min', 'thank']",Negative
Pengguna Google,2,2025-03-16 06:35:32,"['shows', 'shopee', 'indonesia', 'update', 'application', 'lot', 'calo', 'application', 'shopee', 'end', 'end', 'ngé', 'bug', 'des', 'short', 'shopee', 'shopee', 'thop', 'tip']",Negative
Pengguna Google,1,2025-03-03 08:50:18,"['application', 'her', 'here', 'eror', 'bug', 'lot', 'good', 'version', 'good', 'good', 'bad', 'good', 'layan', 'application', 'eror', 'hard', 'chat', 'chat', 'c', 'servis', 'his']",Positive
Pengguna Google,3,2025-03-16 15:31:06,"['satisfactory', 'bgt', 'use', 'application', 'shopee', 'please', 'sorry', 'times', 'buy', 'goods', 'shopee', 'pack', 'open', 'open', 'tell', 'tell', 'expediction', 'like', 'open', 'inttip', 'me', 'me', 'consummen']",Positive
Pengguna Google,1,2025-02-28 03:57:38,"['years', 'wear', 'shopee', 'safe', 'proper', 'so', 'favourite', 'hoping', 'online', 'shop', 'what', 'hard', 'buy', 'need', 'day', 'batal', 'tat', 'extent', 'expensive', 'what', 'dup', 'g', 'will', 'vocer', 'su', 'avail', ' goods', 'goods', 'goods', 'need', 'home', 'home', 'bet', 'b', 'b', 'b', 'bj', 'bet', 'bet', 's', 'd', 'd' use, '",Positive
Pengguna Google,1,2025-03-03 04:04:33,"['bad', 'send', 'reguler', 'fast', 'dah', 'reguler', 'spx', 'curr', 'until', 'distinguish', 'regular', 'jnt', 's fast', 'dah', 'maris', 'up', 'update', 'sage', 'jasa', 'send', 'spx', 'spx', 'slow']",Negative
Pengguna Google,1,2025-03-16 15:59:47,"['shopee', 'here', 'rich', 'gill', 'udah', 'x', 'cen', 'package', 'paja', 'goggle', 'ga', 'send', 'trus', 'saldo', 'shopee', 'cut', 'pas', 'see', 'pay', 'ggle', 'pag', 'see', 'see', 'x', 'hours', 'sleep', 's', 'shopee', 'p', 'p' on the side'",Negative
Pengguna Google,1,2025-03-12 10:17:11,"['search', 'search', 'show', 'relevant', 'findin', 'send', 'send', 'mere', 'get', 'relevan', 'suit', 'find', 'send', 'change', 'salone', 'pas', 'co', 'tole', 'mell', 'mell', 'mess', 'sss', 'sup', 'sup', 'sup', 'supin', 'sup', 'pa', 'pay', 'pay', 's', 'sup', 's']",Positive
Pengguna Google,2,2025-03-14 17:53:28,"['please', 'good', 'biar', 'consistent', 'apk', 'shopee', 'calo', 'private', 'shopee', 'short', 'send', 'send', 'add', 'tv', 'ep', 'thank']",Positive
Pengguna Google,5,2025-03-12 02:22:45,"['sorry', 'star', 'take', 'lg', 'krn', 'application', 'snow', 'message', 'send', 'send', 'send', 'pay', 'ga', 'change', 'mode', 'find', 'filter', 'function', 'detil', 'product', 'filter', 'function', 'function', 'function', 'function', 'please', 'please', 'good, 'help', 'in', 'patr', 'pass', 'open', 'open', 'pack', 'good''",Negative
Pengguna Google,5,2025-03-16 14:31:10,"['udah', 'good', 'application', 'her', 'discoon', 'send', 'send', 'fast', 'please', 'shopee', 'telliti', 'gell', 'messages', 'at times', 'at times', 'attents', 'attend', 'mes', 'get', 'know', 'please', 'help', 'understand', 'thank']",Positive
Pengguna Google,5,2025-03-06 13:16:15,"['can't what', 'koq', 'baharu', 'enter', 'muter', 'rich', 'gasing', 'pdhal', 'signal', 'safe', 'baharu', 'good', 'muter', 'not', 'picture', 'ficture', 'benk', 'bug', 'nomer', 'cantum', 'cantum',', 'kuri', 'ri', 'at', 'home']",Positive
Pengguna Google,1,2025-03-12 17:33:45,"['sent', 'pake', 'expedition', 'spx', 'messed', 'disappointed', 'weeks', 'package', 'stuck', 'package', 'surgent', 'good', 'system', 'work', 'consuming', 'loat', 'compulsion', 'c', 'calo', 'road']",Negative
Pengguna Google,2,2025-03-16 13:58:00,"['good', 'application', 'open', 'shopee', 'direct', 'income', 'menu', 'live', 'video', 'make', 'hp', 'ngé', 'lag', 'manu', 'menu', 'open', 'shopee', 're', 'up', 'opk', 'in', 'menu', ', 'op, 'sup, 'consu', 'in, 'enter', 'i', 'temung', ', 'tang', ', ', 'in', 'fi', 'in', 'fi', 'va']",Positive
Pengguna Google,1,2025-03-15 23:52:09,"['seseian', 'application', 'shop', 'online', 'bad', 'hands', 'arr', 'lelet', 'cs', 'ga', 'cooperative', 'sampe', 'hands', 're', 'goods', 's', 'slow', 'slow', 'good', 'sold', 'accept', 'money', 'money', 're']",Negative
Pengguna Google,1,2025-03-09 12:36:57,"['keys', 'message', 'accept', 'g', 'h', 'bikin', 'double', 'check', 'spy', 'klw', 'saly', 'puff', 'k', 'k', 'm', 'clear', 'kilw', 'p', 'p', 'p', 'trus', 'pr', 'p, 'p, 'm', 'p', 'm', 'k', 'k', 'k', 'k', 'k', 'k', 'k', 'k', 'k', 'w', 'm', 'w', 'w', 'w', 's', 'sup', 'p', 'p', '",Positive
Pengguna Google,2,2025-03-02 05:08:53,"['kecewa', 'weight', 'user', 'shopee', 'an', 'times', 'waw', 'checkout', 'checkout', 'detect', 'transaction', 'wajar', 'where', 'wajar', 'co', 'voucher', 'tho', 'eve', 'go', 'pa', 'tho', 'hop', 'hop', 'pa', 'lo', 'pa', 'pa', 'chou', 'kou', 'lo', 'vouchucher',', 'lo', 'lo', 'lo', 'po'",Negative
Pengguna Google,1,2025-03-14 20:19:44,"['spx', 'express', 'ulah', 'package', 'standart', 'move', 'voucher', 'garansi', 'ga', 'niat', 'minimal', 'shop', 'cut', 'inform', 'information', 'invesion', 'invesion', 'nya']",Positive
Pengguna Google,1,2025-03-06 21:18:53,"['so', 'far', 'shopee', 'shopee', 'tuh', 'please', 'cuman', 'here', 'ganet', 'yes', 'logistics', 'n', 'status', 'status', 'well', 'good 'on', 'state', 'state', 'good', 'take', 'st', 'un', 'tu', 'ju', 'tah', 'tah', 'n', 'nupdate', 'st', 'st', 'st', 'st'",Negative
Pengguna Google,1,2025-02-27 22:46:45,"['suka', 'banget', 'shop', 'use', 'application', 'banget', 'batal', 'pdhal', 'checkout', 'suit', 'sometimes', 'goods', 'roads', 'tuju', 'batal', 'bu', 'use', 'vocer', 'batal', 'freak']",Negative
Pengguna Google,2,2025-03-12 07:55:22,"['fitur', 'curr', 'shopee', 'connect', 'bull', 'chat', 'application', 'shopee', 'bad', 'shopee', 'need', 'message', 'number', 'close', 'must', 'must', 'what', 'on', 'bu', 'bur', 'tur', 'at', 'via', 'shop', 'how', 'application', ', 'a', 'application', 'number', 'number', 'wa', 'bu', 'bu', 'r', 'r', 'r'",Negative
Pengguna Google,4,2025-03-16 15:19:32,"['s shopping', 'shopee', 'good', 'member', 'experiencing', 'platinum', 'work', 'short', 'spx', 'safe', 'safe', 'work', 'like', 'forget', 'goods', 'weeks', 'somedays', ' goods', 'silver']",Positive
Pengguna Google,4,2025-03-16 09:23:31,"['suka', 'goods', 'shopee', 'jasa', 'sal', 'spx', 'problems', 'message', 'telate', 'more', 'data', 'stradition', 'batal', 'automatic', 'attent', 'send', 'send', 'end', 'lay', 'lay', 'be', 'a', 'send', 'send']]",Positive
Pengguna Google,4,2025-03-16 09:23:42,"['udah', 'manage', 'pannet', 'low', 'calo', 'fit', 'number', 'kurir', 'tah', 'packet', 'ku', 'accept', 'curir', 'confirm', 'finished', 'finished']",Positive
Pengguna Google,2,2025-03-04 03:17:10,"['kecewa', 'application', 'shopee', 'like', 'banget', 'disappointed', 'bull', 'production', 'shopee', 'shopee', 'spx', 'super', 'supper', 'slow', 'send', 'send', 'at', 'limpe', 'pat', 'k', 'jape', 'mpe', 'sa', 'rich', 'g', 'help', 'good', 's', 'send', 'sal', 'send', 'send', 'send', 'pack', 'at', 'at', 'saltah', 'rich', 'gain'",Negative
Pengguna Google,1,2025-03-07 15:31:11,"['please', 'shopee', 'application', 're', 'spt', 'enter', 'direct', 'live', 'video', 'disrupt', 'kdg', 'not', 'seller', 'balm', 'close', 'sound', 'platform', 'bu', 'plat', 'pform', 'spt', 't', 'tok', 'tok, 'yoube', 'turt', 'short', 's']",Positive
Pengguna Google,5,2025-03-15 05:11:55,"['suka', 'dri', 'shopee', 'message', 'trima', 'dri', 'send', 'send', 'tpi', 'mbas', 'imbas', 'cod', 'complen', 'dir', 'address', 'tera', 'pack', 'messs']",Positive
Pengguna Google,1,2025-03-10 14:24:09,"['shopee', 'change', 'formal', 'system', 'state', 'loyal', 'shopee', 'times', 'disappointed', 'cook', 'account', 'platinum', 'spent', 'voucher', 'tah', 'ga', 'voucher', 'voucher', 's']",Negative
Pengguna Google,1,2025-03-13 01:59:00,"['kendala', 'use', 'application', 'change', 'since', 'package', 'between', 'send', 'send', 'send', 'send', 'send', 'shortle', 'tup', 'lidi', 'limi', 'exri', 'expedition', 'attribute', 'attribute',', 'lape', 'por', 'shopee', 'ree', 're', 're', 'tice', 'at']",Positive
Pengguna Google,1,2025-03-10 05:37:55,"['ran', 'nah', 'yes', 'own', 'shopee', 'caro', 'expedition', 'send', 'spx', 'spx', 'spx', 'stax', 'hemat', 'standard', 'lot', 'lot', 'spx', 'spat', 'gaada', 'sp', 'work, 't', 'spat', 'pat', 'pat', 'stst', 't', 'tall', 'meret', 'patret', 'pat', 'pat', 'pat', 'patah', 'pat', 'pat', 'pat', 'pat', '",Negative
Pengguna Google,1,2025-03-11 15:26:01,"['sausa', 'application', 'her', 'good', 'process', 'bull', 'gebug', 'application', 'good', 'sometimes', 'calo', 'open', 'pak', ' like', 'not', 'show up', 'jarh', 'good', 'data', 'g', 'jall', 'jarr']",Positive
Pengguna Google,3,2025-03-12 13:54:26,"['gives', 'ran', 'neh', 'min', 'calo', 'open', 'app', 'direct', 'live', 'video', 'default', 'menu', 'ecek', 'pack', 'pack', 'video', 'responing', 'app', 'sound', 'mememerori', 'hp', 'hp', 'sage', 'ecek', 'year', 'bu']",Positive
Pengguna Google,2,2025-03-13 14:09:43,"['here', 'explosive', 'application', 'open', 'application', 'direct', 'force', 'in', 'video', 'live', 'live', 'force', 'in', 'video', 'video', 'lost', 'in', 'do', 'except', 'force', 'in', 'impense', 'limu', 'lime', ', 'video', 'move', 'remove', 'menu', 'satiying']",Positive
Pengguna Google,2,2025-03-07 08:04:14,"['Please', 'shopee', 'evaluate', 'fiture', 'message', 'accept', 'imply', 'click', 'message', 'receive', 'confirm', 'things', 'click', 'click', 'step', 'step', 'set', 'settle', 'pell', 'tra', 'i', 'alm', 'pack']",Positive
Pengguna Google,5,2025-03-06 05:32:48,"['utk', 'application', 'shopee', 'application', 'supplication', 'good shopping', 'good', 'search', 'explicate', 'hrg', 'hrg', 'lap', 'spellus', 'plus', 'kir', 'n', 'bsa', 'option', 'expedition', 'send', 'package', 'skrg', 'un', 'application', 'a', 'sup', 'lus, 'lw', 'b', 'bssa', 'us', 'us', 'tole', 'n', 'h', 'hr', 'hr', 'hr', 'hr', 'h",Positive
Pengguna Google,1,2025-03-14 22:05:09,"['shoppe', 'maus', 'send', 'send', 'really', 'love', 'choose', 'spx', 'doang', 'send', 'jnt', 'good', 'chosent', 'jnt', 'shoope']",Positive
Pengguna Google,3,2025-02-24 12:16:10,"['bikin', 'disappointed', 'estimation', 'jasa', 'send', 'like', 'mandek', 'day', 'seller', 'fast', 'responsive', 'old meperoses', 'gold', 'send', 'send', 'screwed', 'by', 'by', 'many', 'vio', 'lot', 'lot', 'sometimes', 'eror', 'ruu']",Negative
Pengguna Google,1,2025-03-10 22:01:56,"['lot', 'lot', 'lot', 'after', 'update', 'jd', 'lot', 'please', 'live', 'video', 'open', 'application', 'losed', 'min', 'please', 'udah', 'dicleare', 'cache', 'shop', 'play', 'p', 'p', 'ducleare', 'tep', 'tep', 'lot', 'tel', 'c', 'show up, 'k', 'l', 'l', ' open', 'a', 'sup', 'hop', 'ehop', 'play', 'play', 'g', 'ga', 'ga'",Negative
Pengguna Google,5,2025-03-13 07:58:28,"['resuing', 'yes', 'min', 'when', 'package', 'tr', 'mur', 'how', 'good', 'buy', 'love', 'tara', 'number', 'wa', 'during', 'problem', 'problem', 'home', 'hun', 'hun', 'dng', 'pack', 'easy', 'there', 'there', 'pack', 'min', 'thank', 'thank', 'a']",Positive
Pengguna Google,1,2025-03-02 16:24:24,"['here', 'ga', 'voucher', 'there', 'pas', 'pay', 'batal', 'automatic', 'application', 'ga', 'limit', 'batal', 'system', 'gun', 'voucher', 'accept', 'love']",Positive
Pengguna Google,1,2025-03-13 05:55:38,"['ga', 'fiture', 'shopee', 'shopee', 'selfish', 'trying', 'shopee', 'force', 'spx', 'send', 'greatly', 'disappointed', 'spx', 'spx', 'send', 'send', 'send', 'send', 'send', 'op', 'hex', 'spx', 'reguler', 'counting, 'slow']",Negative
Pengguna Google,2,2025-03-15 03:04:38,"['please', 'sorry', 'spx', 'rating', 'please', 'shopee', 'use', 'expedition', 'spx', 'karna', 'udah', 'x', 'packet', 'telp', 'tup', 'tup', 'tup', 'sip', 'sip', 'sip', 'spe', 'spa', 'sold', 'alas', 's', 'nomer', 'n', 'un', 'on', 'enable', 'tah', 'udah', ', 'g', 'g', 'gin', 'kin', 'ka', 'ka', 'kax', 'ka', 'ka',",Negative
Pengguna Google,3,2025-03-09 02:46:43,"['sexian', 'wear', 'application', 'shopee', 'times', 'bikin', 'disappointed', 'extend', 'open', 'admin', 'forward', 'plus', 'corruption', 'loading', 'pas', 'signal', 'signal', 'good', 'admin', 'good', 'fast', 'fast', 'thank']",Negative
Pengguna Google,4,2025-03-15 07:20:23,"['virtual', 'account', 'ga', 'yes', 'ga', 'show up', 'entering', 'total', 'pay', 'batal', 'ga', 'change', 'total', 'price']",Positive
Pengguna Google,1,2025-03-16 09:07:39,"['returns', 'send', 'buy', 'helm', 'late', 'send', 'send', 'bad', 'application', 'goods', 'day', 'where', 'sortir', 'town', 'tupplicate', 'eeh', 'the city', 'tuju', 'sortir', 'town', 'send', 'short', 's', 'attive', 'goods', 'un', 'remove', 'application', 'for']",Negative
Pengguna Google,5,2025-02-25 09:15:28,"['shopee', 'recommendation', 's shopping', 'online', 'complete', 'send', 'send', 'lumat', 'fast', 'pag', 'pap', 'pas', 'pake', 'shopee', 'application', 'Maja', 'pat', 'update', 'application', 'suka', 'like', 'hp', 'pap', 'am', 'ampat', 'ab', 'abuse', 'mogasple', 'op', 'al', 'tim', 'p', 'dup', 'dup', 'dup', 'ap', 'ap', 'sup', 'sup', 'sup',",Positive
Pengguna Google,2,2025-03-16 11:29:11,"['messages', 'support', 'lay', 'cod', 'cantum', 'options', 'pay', 'reply', 'extreme', 'shopeepay', 'options', 'pay', 'rich', 'us', 'in', 'number', 'button', 'pan', 'banget', 'ma', 'tera', 'nge', 'en', 'en', 'shoo', 'pay', 'pa', 'pa', 'shoope', 'rich', 'gi', 'gi', 'gin', 'gin', 'gin', 'gin'",Positive
Pengguna Google,5,2025-03-16 13:30:13,"['send', 'good', 'spell', 'fast', 'kend', 'dlm', 'shop', 'utk', 'application', 'lot', 'byk', 'fiture', 'bug', 'application', 'let', 'please', 'good', 'lg']",Positive
Pengguna Google,1,2025-03-10 09:55:57,"['garansi', 'shopee', 'cuts', 'small shopping', 'thousands', 'thousands', 'cook', 'shopee', 'minimal', 'commands', 'consumances', 'dependents', 'cost', ' goods', 'destruct', 'till', 'garan', 'garan', 'compensation', 'main']",Negative
Pengguna Google,5,2025-03-15 00:32:33,"['please', 'good', 'system', 'safe', 'buyer', 'fake', 'order', 'after', 'event', 'buyer', 'mes', 'package', 'package', 'section', 'seppian', 'first', 'shopee', 'system', 'safe', 'lay', 'lay', 'lay', 'kur', 'spx']",Positive
Pengguna Google,1,2025-03-12 02:46:32,"['adverts', 'lo', 'ndir', 'swear', 'renti', 'deh', 'open', 'apk', 'hrus', 'ad', 'add', 'lo', 'disrupt', 'bikin', 'kesel', 'org', 'plet', 'l', 'krna', 'adrna', 'ads', 'applic', 'lo', 'phals', 'phals', ', 'what', 'platup', 'lo', 'force', 'mo', 'a', 'p', 'lo', 'lo', 'lo', 'lo', 'l', 'l', 'b', 'b', '",Negative
Pengguna Google,1,2025-03-13 00:23:34,"['application', 'ga', 'response', 'pure', 'cuman', 'surprise', 'no wait', 'day', 'doang', 'off', 'result', 'clean', 'system', 'bobrok', 'can', 'dir', 'sell', 'sell', 'server', 'eror', 'eror', 'device', 'a', 'a', 'a', 'ga', 'doll', 'dotstem', 'beat']",Positive
Pengguna Google,1,2025-03-16 06:35:02,"['currir', 'lelet', 'send', 'info', 'slow', 'send', 'compensation', 'use', 'curer', 'shopee', 'express', 'solution', 'chat', 'cs', 'reply', 'bot']",Positive
Pengguna Google,1,2025-02-26 00:54:40,"['date', 'feb', 'shop', 'checkout', 'cancel', 'automatic', 'silent', 'batal', 'detected', 'activity', 'exert', 'status', 'acute', 'compassion', 'k', 'ga', 'wajar', 'tire', 'voucher', 'er', 'eror', 'surger', 'in', 'cos', 'co', 'voucher', 'rus', 'voucher',', 'lover']",Positive
Pengguna Google,2,2025-03-08 01:46:33,"['application', 'shoppe', 'bug', 's', 'open', 'application', 'direct', 'show', 'vidio', 'stop', 'advert', 'yes', 'advert', 'bikin', 'application', 'ambuedul', 'please', 'benah']",Negative
Pengguna Google,2,2025-03-02 01:09:21,"['minus', 'shopee', 'entering', 'application', 'direct', 'entering', 'shopee', 'video', 'x', 'kena', 'mo', 'acute', 'soleum', 'force', 'shopeplus', 'us', 'voucher', 'ongkir', 'bull', 'alias', 'grat', 'chat', 'ort', 'prilat', 'ilum', 's', 'sali', 's' week', 'c', 'lus', 'p', 'pous', 'sop', 'form', 'form', 'sh', 'sh', 'sh', 'sh'",Negative
Pengguna Google,1,2025-03-16 21:18:31,"['shopee', 'please', 'yes', 'jasa', 'currir', 'spx', 'good', 'after', 'package', 'package', 'mol', 'molor', 'pack', 'pdhl', 'talah', 'alah', 'aleb', 'send', 'p', 'p', 'p', 'lo', 'pat', 'far', 'molor', 'mole', 'molen', 'n', 'pack', 'pack', 'vell', 'sil', 'sil', 'balb', 'b', 'balb', 's', 's', 'balb', 'le', 's', '",Positive
